categorias,direccion,nombre,precio,score
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Excellent,"684, reviews,Royal Road, Grand Baie, Mauritius 30512,684, reviews,Royal Road, Grand Baie, Mauritius 30512",Royal Palm Beachcomber,,5.0
Very good,"1,300, reviews,333 E St SW, Washington DC, DC 20024,1,300, reviews,333 E St SW, Washington DC, DC 20024",Residence Inn Washington National Mall,,4.0
Very good,"1,244, reviews,Cumhuriyet Mah. Karasaz Sok. No: 27, Alanya 07490 Türkiye,1,244, reviews,Cumhuriyet Mah. Karasaz Sok. No: 27, Alanya 07490 Türkiye,Name/address in local language",Club Big Blue Suite Hotel,,4.0
Very good,"2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,Name/address in local language",Shinjuku Granbell Hotel,,4.0
Very good,"196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007,196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007",Gravity Haus Breckenridge,,4.0
Very good,"1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica,1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica",Zoëtry Montego Bay Jamaica,,4.0
Very good,"5,544, reviews,8101 World Center Drive, Orlando, FL 32821,5,544, reviews,8101 World Center Drive, Orlando, FL 32821",Caribe Royale Orlando,,4.0
Excellent,"1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129,1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129",Old Creek Lodge,,4.5
Very good,"7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409,7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409",Hyatt Regency Dallas,,4.0
Excellent,"8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,Name/address in local language",Hotel Berna,,4.5
Excellent,"2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia,2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia",Manava Beach Resort & Spa Moorea,,4.5
Excellent,"500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533,500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533",Hotel Peter And Paul,,4.5
Excellent,"1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717,1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717",Melrose Georgetown Hotel,,4.5
Average,"2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114,2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114",Ramada by Wyndham SeaTac Airport,,3.0
Excellent,"1,509, reviews,Via Capo 30, 80067, Sorrento Italy,1,509, reviews,Via Capo 30, 80067, Sorrento Italy,Name/address in local language",Minerva Hotel,,4.5
Excellent,"6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,Name/address in local language",Princesa Yaiza Hotel Resort,,4.5
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Excellent,"684, reviews,Royal Road, Grand Baie, Mauritius 30512,684, reviews,Royal Road, Grand Baie, Mauritius 30512",Royal Palm Beachcomber,,5.0
Very good,"1,300, reviews,333 E St SW, Washington DC, DC 20024,1,300, reviews,333 E St SW, Washington DC, DC 20024",Residence Inn Washington National Mall,,4.0
Excellent,"2,876, reviews,895 W Main St, Silverton, OR 97381-2243,2,876, reviews,895 W Main St, Silverton, OR 97381-2243",Oregon Garden Resort,,4.5
Very good,"2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,Name/address in local language",Shinjuku Granbell Hotel,,4.0
Very good,"196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007,196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007",Gravity Haus Breckenridge,,4.0
Very good,"1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica,1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica",Zoëtry Montego Bay Jamaica,,4.0
Very good,"5,544, reviews,8101 World Center Drive, Orlando, FL 32821,5,544, reviews,8101 World Center Drive, Orlando, FL 32821",Caribe Royale Orlando,,4.0
Excellent,"1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129,1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129",Old Creek Lodge,,4.5
Very good,"7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409,7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409",Hyatt Regency Dallas,,4.0
Excellent,"8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,Name/address in local language",Hotel Berna,,4.5
Excellent,"2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia,2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia",Manava Beach Resort & Spa Moorea,,4.5
Excellent,"500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533,500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533",Hotel Peter And Paul,,4.5
Excellent,"1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717,1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717",Melrose Georgetown Hotel,,4.5
Average,"2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114,2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114",Ramada by Wyndham SeaTac Airport,,3.0
Excellent,"1,509, reviews,Via Capo 30, 80067, Sorrento Italy,1,509, reviews,Via Capo 30, 80067, Sorrento Italy,Name/address in local language",Minerva Hotel,,4.5
Excellent,"6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,Name/address in local language",Princesa Yaiza Hotel Resort,,4.5
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Excellent,"684, reviews,Royal Road, Grand Baie, Mauritius 30512,684, reviews,Royal Road, Grand Baie, Mauritius 30512",Royal Palm Beachcomber,,5.0
Very good,"1,300, reviews,333 E St SW, Washington DC, DC 20024,1,300, reviews,333 E St SW, Washington DC, DC 20024",Residence Inn Washington National Mall,,4.0
Excellent,"2,876, reviews,895 W Main St, Silverton, OR 97381-2243,2,876, reviews,895 W Main St, Silverton, OR 97381-2243",Oregon Garden Resort,,4.5
Very good,"2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,Name/address in local language",Shinjuku Granbell Hotel,,4.0
Very good,"196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007,196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007",Gravity Haus Breckenridge,,4.0
Very good,"1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica,1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica",Zoëtry Montego Bay Jamaica,,4.0
Very good,"5,544, reviews,8101 World Center Drive, Orlando, FL 32821,5,544, reviews,8101 World Center Drive, Orlando, FL 32821",Caribe Royale Orlando,,4.0
Excellent,"1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129,1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129",Old Creek Lodge,,4.5
Very good,"7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409,7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409",Hyatt Regency Dallas,,4.0
Excellent,"8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,Name/address in local language",Hotel Berna,,4.5
Excellent,"2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia,2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia",Manava Beach Resort & Spa Moorea,,4.5
Excellent,"500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533,500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533",Hotel Peter And Paul,,4.5
Excellent,"1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717,1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717",Melrose Georgetown Hotel,,4.5
Average,"2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114,2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114",Ramada by Wyndham SeaTac Airport,,3.0
Excellent,"1,509, reviews,Via Capo 30, 80067, Sorrento Italy,1,509, reviews,Via Capo 30, 80067, Sorrento Italy,Name/address in local language",Minerva Hotel,,4.5
Excellent,"6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,Name/address in local language",Princesa Yaiza Hotel Resort,,4.5
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Excellent,"684, reviews,Royal Road, Grand Baie, Mauritius 30512,684, reviews,Royal Road, Grand Baie, Mauritius 30512",Royal Palm Beachcomber,,5.0
Very good,"1,300, reviews,333 E St SW, Washington DC, DC 20024,1,300, reviews,333 E St SW, Washington DC, DC 20024",Residence Inn Washington National Mall,,4.0
Excellent,"2,876, reviews,895 W Main St, Silverton, OR 97381-2243,2,876, reviews,895 W Main St, Silverton, OR 97381-2243",Oregon Garden Resort,,4.5
Very good,"2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,Name/address in local language",Shinjuku Granbell Hotel,,4.0
Very good,"196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007,196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007",Gravity Haus Breckenridge,,4.0
Very good,"1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica,1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica",Zoëtry Montego Bay Jamaica,,4.0
Very good,"5,544, reviews,8101 World Center Drive, Orlando, FL 32821,5,544, reviews,8101 World Center Drive, Orlando, FL 32821",Caribe Royale Orlando,,4.0
Excellent,"1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129,1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129",Old Creek Lodge,,4.5
Very good,"7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409,7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409",Hyatt Regency Dallas,,4.0
Excellent,"8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,Name/address in local language",Hotel Berna,,4.5
Excellent,"2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia,2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia",Manava Beach Resort & Spa Moorea,,4.5
Excellent,"500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533,500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533",Hotel Peter And Paul,,4.5
Excellent,"1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717,1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717",Melrose Georgetown Hotel,,4.5
Average,"2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114,2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114",Ramada by Wyndham SeaTac Airport,,3.0
Excellent,"1,509, reviews,Via Capo 30, 80067, Sorrento Italy,1,509, reviews,Via Capo 30, 80067, Sorrento Italy,Name/address in local language",Minerva Hotel,,4.5
Excellent,"6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,Name/address in local language",Princesa Yaiza Hotel Resort,,4.5
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Excellent,"684, reviews,Royal Road, Grand Baie, Mauritius 30512,684, reviews,Royal Road, Grand Baie, Mauritius 30512",Royal Palm Beachcomber,,5.0
Very good,"1,300, reviews,333 E St SW, Washington DC, DC 20024,1,300, reviews,333 E St SW, Washington DC, DC 20024",Residence Inn Washington National Mall,,4.0
Excellent,"2,876, reviews,895 W Main St, Silverton, OR 97381-2243,2,876, reviews,895 W Main St, Silverton, OR 97381-2243",Oregon Garden Resort,,4.5
Very good,"2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,Name/address in local language",Shinjuku Granbell Hotel,,4.0
Very good,"196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007,196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007",Gravity Haus Breckenridge,,4.0
Very good,"1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica,1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica",Zoëtry Montego Bay Jamaica,,4.0
Very good,"5,544, reviews,8101 World Center Drive, Orlando, FL 32821,5,544, reviews,8101 World Center Drive, Orlando, FL 32821",Caribe Royale Orlando,,4.0
Excellent,"1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129,1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129",Old Creek Lodge,,4.5
Very good,"7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409,7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409",Hyatt Regency Dallas,,4.0
Excellent,"8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,Name/address in local language",Hotel Berna,,4.5
Excellent,"2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia,2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia",Manava Beach Resort & Spa Moorea,,4.5
Excellent,"500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533,500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533",Hotel Peter And Paul,,4.5
Excellent,"1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717,1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717",Melrose Georgetown Hotel,,4.5
Average,"2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114,2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114",Ramada by Wyndham SeaTac Airport,,3.0
Excellent,"1,509, reviews,Via Capo 30, 80067, Sorrento Italy,1,509, reviews,Via Capo 30, 80067, Sorrento Italy,Name/address in local language",Minerva Hotel,,4.5
Excellent,"6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,Name/address in local language",Princesa Yaiza Hotel Resort,,4.5
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Excellent,"684, reviews,Royal Road, Grand Baie, Mauritius 30512,684, reviews,Royal Road, Grand Baie, Mauritius 30512",Royal Palm Beachcomber,,5.0
Very good,"1,300, reviews,333 E St SW, Washington DC, DC 20024,1,300, reviews,333 E St SW, Washington DC, DC 20024",Residence Inn Washington National Mall,,4.0
Excellent,"2,876, reviews,895 W Main St, Silverton, OR 97381-2243,2,876, reviews,895 W Main St, Silverton, OR 97381-2243",Oregon Garden Resort,,4.5
Very good,"2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,Name/address in local language",Shinjuku Granbell Hotel,,4.0
Very good,"196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007,196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007",Gravity Haus Breckenridge,,4.0
Very good,"1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica,1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica",Zoëtry Montego Bay Jamaica,,4.0
Very good,"5,544, reviews,8101 World Center Drive, Orlando, FL 32821,5,544, reviews,8101 World Center Drive, Orlando, FL 32821",Caribe Royale Orlando,,4.0
Excellent,"1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129,1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129",Old Creek Lodge,,4.5
Very good,"7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409,7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409",Hyatt Regency Dallas,,4.0
Excellent,"8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,Name/address in local language",Hotel Berna,,4.5
Excellent,"2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia,2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia",Manava Beach Resort & Spa Moorea,,4.5
Excellent,"500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533,500, reviews,2317 Burgundy St, New Orleans, LA 70117-8533",Hotel Peter And Paul,,4.5
Excellent,"1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717,1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717",Melrose Georgetown Hotel,,4.5
Average,"2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114,2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114",Ramada by Wyndham SeaTac Airport,,3.0
Excellent,"1,509, reviews,Via Capo 30, 80067, Sorrento Italy,1,509, reviews,Via Capo 30, 80067, Sorrento Italy,Name/address in local language",Minerva Hotel,,4.5
Excellent,"6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,Name/address in local language",Princesa Yaiza Hotel Resort,,4.5
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Excellent,"684, reviews,Royal Road, Grand Baie, Mauritius 30512,684, reviews,Royal Road, Grand Baie, Mauritius 30512",Royal Palm Beachcomber,,5.0
Very good,"1,300, reviews,333 E St SW, Washington DC, DC 20024,1,300, reviews,333 E St SW, Washington DC, DC 20024",Residence Inn Washington National Mall,,4.0
Excellent,"2,876, reviews,895 W Main St, Silverton, OR 97381-2243,2,876, reviews,895 W Main St, Silverton, OR 97381-2243",Oregon Garden Resort,,4.5
Very good,"2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,Name/address in local language",Shinjuku Granbell Hotel,,4.0
Very good,"196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007,196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007",Gravity Haus Breckenridge,,4.0
Very good,"1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica,1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica",Zoëtry Montego Bay Jamaica,,4.0
Very good,"5,544, reviews,8101 World Center Drive, Orlando, FL 32821,5,544, reviews,8101 World Center Drive, Orlando, FL 32821",Caribe Royale Orlando,,4.0
Excellent,"1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129,1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129",Old Creek Lodge,,4.5
Very good,"7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409,7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409",Hyatt Regency Dallas,,4.0
Excellent,"8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,Name/address in local language",Hotel Berna,,4.5
Excellent,"2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia,2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia",Manava Beach Resort & Spa Moorea,,4.5
Very good,"162, reviews,2165 Hazako Hamajima-cho, Shima 517-0403 Mie Prefecture,162, reviews,2165 Hazako Hamajima-cho, Shima 517-0403 Mie Prefecture,Name/address in local language",Amanemu,,4.0
Excellent,"1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717,1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717",Melrose Georgetown Hotel,,4.5
Average,"2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114,2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114",Ramada by Wyndham SeaTac Airport,,3.0
Excellent,"1,509, reviews,Via Capo 30, 80067, Sorrento Italy,1,509, reviews,Via Capo 30, 80067, Sorrento Italy,Name/address in local language",Minerva Hotel,,4.5
Excellent,"6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,Name/address in local language",Princesa Yaiza Hotel Resort,,4.5
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Very good,"1,300, reviews,333 E St SW, Washington DC, DC 20024,1,300, reviews,333 E St SW, Washington DC, DC 20024",Residence Inn Washington National Mall,,4.0
Excellent,"2,876, reviews,895 W Main St, Silverton, OR 97381-2243,2,876, reviews,895 W Main St, Silverton, OR 97381-2243",Oregon Garden Resort,,4.5
Very good,"2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,Name/address in local language",Shinjuku Granbell Hotel,,4.0
Very good,"196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007,196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007",Gravity Haus Breckenridge,,4.0
Very good,"1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica,1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica",Zoëtry Montego Bay Jamaica,,4.0
Very good,"5,544, reviews,8101 World Center Drive, Orlando, FL 32821,5,544, reviews,8101 World Center Drive, Orlando, FL 32821",Caribe Royale Orlando,,4.0
Excellent,"1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129,1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129",Old Creek Lodge,,4.5
Very good,"7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409,7,081, reviews,300 Reunion Blvd, Dallas, TX 75207-4409",Hyatt Regency Dallas,,4.0
Excellent,"8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,8,194, reviews,Via Napo Torriani 18, 20124 Milan Italy,Name/address in local language",Hotel Berna,,4.5
Excellent,"2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia,2,816, reviews,Bp 3410, Maharepa 98728 French Polynesia",Manava Beach Resort & Spa Moorea,,4.5
Very good,"162, reviews,2165 Hazako Hamajima-cho, Shima 517-0403 Mie Prefecture,162, reviews,2165 Hazako Hamajima-cho, Shima 517-0403 Mie Prefecture,Name/address in local language",Amanemu,,4.0
Excellent,"1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717,1,979, reviews,2430 Pennsylvania Avenue NW, Washington DC, DC 20037-1717",Melrose Georgetown Hotel,,4.5
Average,"2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114,2,413, reviews,16720 International Blvd, SeaTac, WA 98188-3114",Ramada by Wyndham SeaTac Airport,,3.0
Excellent,"1,509, reviews,Via Capo 30, 80067, Sorrento Italy,1,509, reviews,Via Capo 30, 80067, Sorrento Italy,Name/address in local language",Minerva Hotel,,4.5
Excellent,"6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,6,118, reviews,Av. de Papagayo, 22, 35580 Playa Blanca, Lanzarote Spain,Name/address in local language",Princesa Yaiza Hotel Resort,,4.5
Excellent,"2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,2,917, reviews,7 Km North Of Sharm Airport, Nabq Bay, Sharm El Sheikh 1111 Egypt,Name/address in local language",Rehana Sharm Resort - Aquapark & Spa,,4.5
Excellent,"2,648, reviews,95, Vrysoudion Street, Protaras, Paralimni 5295 Cyprus,2,648, reviews,95, Vrysoudion Street, Protaras, Paralimni 5295 Cyprus",Crystal Springs Beach Hotel,,5.0
Very good,"1,300, reviews,333 E St SW, Washington DC, DC 20024,1,300, reviews,333 E St SW, Washington DC, DC 20024",Residence Inn Washington National Mall,,4.0
Excellent,"2,876, reviews,895 W Main St, Silverton, OR 97381-2243,2,876, reviews,895 W Main St, Silverton, OR 97381-2243",Oregon Garden Resort,,4.5
Very good,"2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,2,028, reviews,2-14-5, Kabukicho, Shinjuku 160-0021 Tokyo Prefecture,Name/address in local language",Shinjuku Granbell Hotel,,4.0
Very good,"196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007,196, reviews,605 S Park Ave, Breckenridge, CO 80424-5007",Gravity Haus Breckenridge,,4.0
Very good,"1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica,1,280, reviews,Rose Hall Main Rd Mahoe Bay, Montego Bay Jamaica",Zoëtry Montego Bay Jamaica,,4.0
Very good,"5,544, reviews,8101 World Center Drive, Orlando, FL 32821,5,544, reviews,8101 World Center Drive, Orlando, FL 32821",Caribe Royale Orlando,,4.0
Excellent,"1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129,1,179, reviews,680 River Rd, Gatlinburg, TN 37738-3129",Old Creek Lodge,,4.5
